annotator,sentence_number,text,annotator_label,model_entities
dr_s,421,"She said a lot of other things--very friendly things--but she was in a swing in a white dress, and swinging faster and faster all the time, so that at the end he could not hear clearly all that she said.",m,
dr_s,422,He woke up feeling happy.,l,
dr_s,423,The door of the world was open again.,m,
dr_s,424,"He made plans, vistas, futures for Honoria and himself, but suddenly he grew sad, remembering all the plans he and Helen had made.",l,
dr_s,425,She had not planned to die.,l,
dr_s,426,The present was the thing--work to do and someone to love.,l,
dr_s,427,"But not to love too much, for he knew the injury that a father can do to a daughter or a mother to a son by attaching them too closely: afterward, out in the world, the child would seek in the marriage partner the same blind tenderness and, failing probably to find it, turn against love and life.",m,
dr_s,428,"It was another bright, crisp day.",l,
dr_s,429,He called Lincoln Peters at the bank where he worked and asked if he could count on taking Honoria when he left for Prague.,l,
dr_s,430,Lincoln agreed that there was no reason for delay.,l,
dr_s,431,One thing--the legal guardianship.,l,
dr_s,432,Marion wanted to retain that a while longer.,l,
dr_s,433,"She was upset by the whole matter, and it would oil things if she felt that the situation was still in her control for another year.",m,
dr_s,434,"Charlie agreed, wanting only the tangible, visible child.",l,
dr_s,435,Then the question of a governess.,l,
dr_s,436,"Charlie sat in a gloomy agency and talked to a cross Bearnaise and to a buxom Breton peasant, neither of whom he could have endured.",l,
dr_s,437,There were others whom he would see tomorrow.,l,
dr_s,438,"He lunched with Lincoln Peters at Griffons, trying to keep down his exultation.",l,
dr_s,439,"There's nothing quite like your own child, Lincoln said.",l,
dr_s,440,But you understand how Marion feels too.,l,
dr_s,441,"She's forgotten how hard I worked for seven years there, Charlie said.",l,
dr_s,442,She just remembers one night.,l,
dr_s,443,There's another thing.,l,
dr_s,444,Lincoln hesitated.,l,
dr_s,445,"While you and Helen were tearing around Europe throwing money away, we were just getting along.",m,
dr_s,446,I didn't touch any of the prosperity because I never got ahead enough to carry anything but my insurance.,m,
dr_s,447,"I think Marion felt there was some kind of injustice in it--you not even working toward the end, and getting richer and richer.",l,
dr_s,448,"It went just as quick as it came, said Charlie.",l,
dr_s,449,"Yes, a lot of it stayed in the hands of chasseurs and saxophone players and maetres d'hotel--well, the big party's over now.",m,
dr_s,450,I just said that to explain Marion's feeling about those crazy years.,m,
dr_s,451,"If you drop in about six o'clock tonight before Marion's too tired, we'll settle the details on the spot.",l,
dr_s,452,"Back at his hotel, Charlie found a pneumatique that had been redirected from the Ritz bar where Charlie had left his address for the purpose of finding a certain man.",l,
dr_s,453,DEAR CHARLIE:,l,
dr_s,454,You were so strange when we saw you the other day that I wondered if I did something to offend you.,l,
dr_s,455,"If so, I'm not conscious of it.",l,
dr_s,456,"In fact, I have thought about you too much for the last year, and it's always been in the back of my mind that I might see you if I came over here.",m,
dr_s,457,"We did have such good times that crazy spring, like the night you",m,
dr_s,458,"and I stole the butcher's tricycle, and the time we tried to call on the president and you had the old derby rim and the wire cane.",l,
dr_s,459,"Everybody seems so old lately, but I don't feel old a bit.",l,
dr_s,460,Couldn't we get together some time today for old time's sake?,l,
dr_s,461,"I've got a vile hang-over for the moment, but will be feeling better this afternoon and will look for you about five in the sweat-shop at the Ritz.",m,
dr_s,462,"Always devotedly, LORRAINE.",l,
dr_s,463,"His first feeling was one of awe that he had actually, in his mature years, stolen a tricycle and pedalled Lorraine all over the Etoile between the small hours and dawn.",l,
dr_s,464,In retrospect it was a nightmare.,l,
dr_s,465,"Locking out Helen didn't fit in with any other act of his life, but the tricycle incident did--it was one of many.",l,
dr_s,466,How many weeks or months of dissipation to arrive at that condition of utter irresponsibility?,l,
dr_s,467,"He tried to picture how Lorraine had appeared to him then--very attractive; Helen was unhappy about it, though she said nothing.",l,
dr_s,468,"Yesterday, in the restaurant, Lorraine had seemed trite, blurred, worn away.",m,
dr_s,469,"He emphatically did not want to see her, and he was glad Alix had not given away his hotel address.",l,
dr_s,470,"It was a relief to think, instead, of Honoria, to think of Sundays spent with her and of saying good morning to her and of knowing she was there in his house at night, drawing her breath in the darkness.",l,
dr_s,471,"At five he took a taxi and bought presents for all the Peters--a piquant cloth doll, a box of Roman soldiers, flowers for Marion, big linen handkerchiefs for Lincoln.",l,
dr_s,472,"He saw, when he arrived in the apartment, that Marion had accepted the inevitable.",l,
dr_s,473,"She greeted him now as though he were a recalcitrant member of the family, rather than a menacing outsider.",m,
dr_s,474,Honoria had been told she was going; Charlie was glad to see that her tact made her conceal her excessive happiness.,l,
dr_s,475,Only on his lap did she whisper her delight and the question When? before she slipped away with the other children.,l,
dr_s,476,"He and Marion were alone for a minute in the room, and on an impulse he spoke out boldly: Family quarrels are bitter things.",l,
dr_s,477,They don't go according to any rules.,l,
dr_s,478,They're not like aches or wounds; they're more like splits in the skin that won't heal because there's not enough material.,m,
dr_s,479,I wish you and I could be on better terms.,m,
dr_s,480,"Some things are hard to forget, she answered.",l,
dr_s,481,It's a question of confidence.,l,
dr_s,482,"There was no answer to this and presently she asked, When do you propose to take her?",l,
dr_s,483,As soon as I can get a governess.,l,
dr_s,484,I hoped the day after tomorrow.,l,
dr_s,485,That's impossible.,l,
dr_s,486,I've got to get her things in shape.,m,
dr_s,487,Not before Saturday.,l,
dr_s,488,He yielded.,l,
dr_s,489,"Coming back into the room, Lincoln offered him a drink.",l,
dr_s,490,"I'll take my daily whisky, he said.",l,
dr_s,491,"It was warm here, it was a home, people together by a fire.",l,
dr_s,492,"The children felt very safe and important; the mother and father were serious, watchful.",l,
dr_s,493,They had things to do for the children more important than his visit here.,l,
dr_s,494,"A spoonful of medicine was, after all, more important than the strained relations between Marion and himself.",m,
dr_s,495,"They were not dull people, but they were very much in the grip of life and circumstances.",m,
dr_s,496,He wondered if he couldn't do something to get Lincoln out of his rut at the bank.,m,
dr_s,497,A long peal at the door-bell; the bonne a tout faire passed through and went down the corridor.,l,
dr_s,498,"The door opened upon another long ring, and then voices, and the three in the salon looked up expectantly; Lincoln moved to bring the corridor within his range of vision, and Marion rose.",m,
dr_s,499,"Then the maid came back along the corridor, closely followed by the voices, which developed under the light into Duncan Schaeffer and Lorraine Quarrles.",l,
dr_s,500,"They were gay, they were hilarious, they were roaring with laughter.",l,
dr_s,501,For a moment Charlie was astounded; unable to understand how they ferreted out the Peters' address.,m,
dr_s,502,Ah-h-h!,l,
dr_s,503,Duncan wagged his finger roguishly at Charlie.,m,
dr_s,504,Ah-h-h!,l,
dr_s,505,They both slid down another cascade of laughter.,m,
dr_s,506,"Anxious and at a loss, Charlie shook hands with them quickly and presented them to Lincoln and Marion.",l,
dr_s,507,"Marion nodded, scarcely speaking.",l,
dr_s,508,"She had drawn back a step toward the fire; her little girl stood beside her, and Marion put an arm about her shoulder.",l,
dr_s,509,"With growing annoyance at the intrusion, Charlie waited for them to explain themselves.",l,
dr_s,510,After some concentration Duncan said: We came to invite you out to dinner.,l,
dr_s,511,"Lorraine and I insist that all this shishi, cagy business 'bout your address got to stop.",m,
dr_s,512,"Charlie came closer to them, as if to force them backward down the corridor.",l,
dr_s,513,"Sorry, but I can't.",l,
dr_s,514,Tell me where you'll be and I'll phone you in half an hour.,l,
dr_s,515,This made no impression.,m,
dr_s,516,"Lorraine sat down suddenly on the side of a chair, and focussing her eyes on Richard, cried, Oh, what a nice little boy!",l,
dr_s,517,"Come here, little boy.",l,
dr_s,518,"Richard glanced at his mother, but did not move.",l,
dr_s,519,"With a perceptible shrug of her shoulders, Lorraine turned back to Charlie: Come and dine.",l,
dr_s,520,Sure your cousins won' mine.,l,
dr_s,521,See you so sel'om.,l,
dr_s,522,Or solemn.,l,
dr_s,523,"I can't, said Charlie sharply.",l,
dr_s,524,You two have dinner and I'll phone you.,l,
dr_s,525,Her voice became suddenly unpleasant.,m,
dr_s,526,"All right, we'll go.",l,
dr_s,527,But I remember once when you hammered on my door at four A.M. I was enough of a good sport to give you a drink.,m,
dr_s,528,"Come on, Dunc.",l,
dr_s,529,"Still in slow motion, with blurred, angry faces, with uncertain feet, they retired along the corridor.",m,
dr_s,530,"Good night, Charlie said.",l,
dr_s,531,Good night! responded Lorraine emphatically.,l,
dr_s,532,"When he went back into the salon Marion had not moved, only now her son was standing in the circle of her other arm.",m,
dr_s,533,Lincoln was still swinging Honoria back and forth like a pendulum from side to side.,m,
dr_s,534,What an outrage!,l,
dr_s,535,Charlie broke out.,l,
dr_s,536,What an absolute outrage!,l,
dr_s,537,Neither of them answered.,l,
dr_s,538,"Charlie dropped into an armchair, picked up his drink, set it down again and said: People I haven't seen for two years having the colossal nerve--",l,
dr_s,539,He broke off.,m,
dr_s,540,"Marion had made the sound Oh! in one swift, furious breath, turned her body from him with a jerk and left the room.",l,
dr_s,541,Lincoln set down Honoria carefully.,l,
dr_s,542,"You children go in and start your soup, he said, and when they obeyed, he said to Charlie: Marion's not well and she can't stand shocks.",m,
dr_s,543,That kind of people make her really physically sick.,l,
dr_s,544,I didn't tell them to come here.,l,
dr_s,545,They wormed your name out of somebody.,m,
dr_s,546,They deliberately--,l,
dr_s,547,"Well, it's too bad.",l,
dr_s,548,It doesn't help matters.,l,
dr_s,549,Excuse me a minute.,l,
dr_s,550,"Left alone, Charlie sat tense in his chair.",l,
dr_s,551,"In the next room he could hear the children eating, talking in monosyllables, already oblivious to the scene between their elders.",l,
dr_s,552,"He heard a murmur of conversation from a farther room and then the ticking bell of a telephone receiver picked up, and in a panic he moved to the other side of the room and out of earshot.",l,
dr_s,553,In a minute Lincoln came back.,l,
dr_s,554,"Look here, Charlie.",l,
dr_s,555,I think we'd better call off dinner for tonight.,l,
dr_s,556,Marion's in bad shape.,m,
dr_s,557,Is she angry with me?,l,
dr_s,558,"Sort of, he said, almost roughly.",l,
dr_s,559,She's not strong and--,l,
dr_s,560,You mean she's changed her mind about Honoria?,l,
dr_s,561,She's pretty bitter right now.,l,
dr_s,562,I don't know.,l,
dr_s,563,You phone me at the bank tomorrow.,l,
dr_s,564,I wish you'd explain to her I never dreamed these people would come here.,m,
dr_s,565,I'm just as sore as you are.,l,
dr_s,566,I couldn't explain anything to her now.,l,
dr_s,567,Charlie got up.,l,
dr_s,568,He took his coat and hat and started down the corridor.,l,
dr_s,569,"Then he opened the door of the dining room and said in a strange voice, Good night, children.",l,
